,MESSAGE,LABEL,label,cleaned_message,tokenized_message,no_stop_message,stemmed_message
48,"Check out MAC Cosmetics Promotional Poster \""HIPNOTIQUE\"" 24 x 34.5 - Rare\u00a0 #MAC",ham,0,Check out MAC Cosmetics Promotional Poster HIPNOTIQUE 24 x 345  Rareu00a0 MAC,"['check', 'out', 'mac', 'cosmetics', 'promotional', 'poster', 'hipnotique', '24', 'x', '345', 'rareu00a0', 'mac']","['check', 'mac', 'cosmetics', 'promotional', 'poster', 'hipnotique', '24', 'x', '345', 'rareu00a0', 'mac']","['check', 'mac', 'cosmet', 'promot', 'poster', 'hipnotiqu', '24', 'x', '345', 'rareu00a0', 'mac']"
49,I just discovered this on Poshmark: New in Boxes! Mary Kay Makeup Bundle,ham,0,I just discovered this on Poshmark New in Boxes Mary Kay Makeup Bundle,"['i', 'just', 'discovered', 'this', 'on', 'poshmark', 'new', 'in', 'boxes', 'mary', 'kay', 'makeup', 'bundle']","['discovered', 'poshmark', 'new', 'boxes', 'mary', 'kay', 'makeup', 'bundle']","['discov', 'poshmark', 'new', 'box', 'mari', 'kay', 'makeup', 'bundl']"
50,4 for R140 NYX lippies  DM to place an order #GirlTalkZA #GirlBuyZA #GirlzTalkZA,ham,0,4 for R140 NYX lippies  DM to place an order GirlTalkZA GirlBuyZA GirlzTalkZA,"['4', 'for', 'r140', 'nyx', 'lippies', 'dm', 'to', 'place', 'an', 'order', 'girltalkza', 'girlbuyza', 'girlztalkza']","['4', 'r140', 'nyx', 'lippies', 'dm', 'place', 'order', 'girltalkza', 'girlbuyza', 'girlztalkza']","['4', 'r140', 'nyx', 'lippi', 'dm', 'place', 'order', 'girltalkza', 'girlbuyza', 'girlztalkza']"
51,CLINIQUE 6MNY-06 \/EVEN BETTER MAKEUP CN 58 HONEY (PREVIOUSLY 06) 1 OZ,ham,0,CLINIQUE 6MNY06 EVEN BETTER MAKEUP CN 58 HONEY PREVIOUSLY 06 1 OZ,"['clinique', '6mny06', 'even', 'better', 'makeup', 'cn', '58', 'honey', 'previously', '06', '1', 'oz']","['clinique', '6mny06', 'even', 'better', 'makeup', 'cn', '58', 'honey', 'previously', '06', '1', 'oz']","['cliniqu', '6mny06', 'even', 'better', 'makeup', 'cn', '58', 'honey', 'previous', '06', '1', 'oz']"
52,Superbalanced by Clinique Silk Makeup 1oz\/30ml liquid New not In Box,ham,0,Superbalanced by Clinique Silk Makeup 1oz30ml liquid New not In Box,"['superbalanced', 'by', 'clinique', 'silk', 'makeup', '1oz30ml', 'liquid', 'new', 'not', 'in', 'box']","['superbalanced', 'clinique', 'silk', 'makeup', '1oz30ml', 'liquid', 'new', 'box']","['superbalanc', 'cliniqu', 'silk', 'makeup', '1oz30ml', 'liquid', 'new', 'box']"
53,L'Oreal Paris Color Riche Le Stylo Smoky\n \ud83d\udd39 Offer price -£5.00,ham,0,LOreal Paris Color Riche Le Stylo Smokyn ud83dudd39 Offer price £500,"['loreal', 'paris', 'color', 'riche', 'le', 'stylo', 'smokyn', 'ud83dudd39', 'offer', 'price', '500']","['loreal', 'paris', 'color', 'riche', 'le', 'stylo', 'smokyn', 'ud83dudd39', 'offer', 'price', '500']","['loreal', 'pari', 'color', 'rich', 'le', 'stylo', 'smokyn', 'ud83dudd39', 'offer', 'price', '500']"
54,vegan_vexation I love Colourpop elf Nyx and Makeup Revolution products- and Anastasia dip brow. I also love anything by Tarte,ham,0,veganvexation I love Colourpop elf Nyx and Makeup Revolution products and Anastasia dip brow I also love anything by Tarte,"['veganvexation', 'i', 'love', 'colourpop', 'elf', 'nyx', 'and', 'makeup', 'revolution', 'products', 'and', 'anastasia', 'dip', 'brow', 'i', 'also', 'love', 'anything', 'by', 'tarte']","['veganvexation', 'love', 'colourpop', 'elf', 'nyx', 'makeup', 'revolution', 'products', 'anastasia', 'dip', 'brow', 'also', 'love', 'anything', 'tarte']","['veganvex', 'love', 'colourpop', 'elf', 'nyx', 'makeup', 'revolut', 'product', 'anastasia', 'dip', 'brow', 'also', 'love', 'anyth', 'tart']"
55,Clinique Moisture Surge 72 hour auto replenishing hydrator gel-cream 125ml ,ham,0,Clinique Moisture Surge 72 hour auto replenishing hydrator gelcream 125ml ,"['clinique', 'moisture', 'surge', '72', 'hour', 'auto', 'replenishing', 'hydrator', 'gelcream', '125ml', '']","['clinique', 'moisture', 'surge', '72', 'hour', 'auto', 'replenishing', 'hydrator', 'gelcream', '125ml', '']","['cliniqu', 'moistur', 'surg', '72', 'hour', 'auto', 'replenish', 'hydrat', 'gelcream', '125ml', '']"
56,Chowder Brand:White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women New in Box,ham,0,Chowder BrandWhite Tea by Elizabeth Arden 33  34 oz EDT Perfume for Women New in Box,"['chowder', 'brandwhite', 'tea', 'by', 'elizabeth', 'arden', '33', '34', 'oz', 'edt', 'perfume', 'for', 'women', 'new', 'in', 'box']","['chowder', 'brandwhite', 'tea', 'elizabeth', 'arden', '33', '34', 'oz', 'edt', 'perfume', 'women', 'new', 'box']","['chowder', 'brandwhit', 'tea', 'elizabeth', 'arden', '33', '34', 'oz', 'edt', 'perfum', 'women', 'new', 'box']"
57,"Life Technology:#Beauty #Style #Love LOT! NEW MAKEUP BUNDLE - TOO FACED, ESTEE LAUDER, THE BALM - ALL FULL",ham,0,Life TechnologyBeauty Style Love LOT NEW MAKEUP BUNDLE  TOO FACED ESTEE LAUDER THE BALM  ALL FULL,"['life', 'technology', 'beauty', 'style', 'love', 'lot', 'new', 'makeup', 'bundle', 'too', 'faced', 'estee', 'lauder', 'the', 'balm', 'all', 'full']","['life', 'technology', 'beauty', 'style', 'love', 'lot', 'new', 'makeup', 'bundle', 'faced', 'estee', 'lauder', 'balm', 'full']","['life', 'technolog', 'beauti', 'style', 'love', 'lot', 'new', 'makeup', 'bundl', 'face', 'este', 'lauder', 'balm', 'full']"
58,"Life Technology:#Beauty #Style #Love $85 Value Estee Lauder Beautiful Eau de Parfum, Perfume for Women, 2.5",ham,0,Life TechnologyBeauty Style Love 85 Value Estee Lauder Beautiful Eau de Parfum Perfume for Women 25,"['life', 'technology', 'beauty', 'style', 'love', '85', 'value', 'estee', 'lauder', 'beautiful', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '25']","['life', 'technology', 'beauty', 'style', 'love', '85', 'value', 'estee', 'lauder', 'beautiful', 'eau', 'de', 'parfum', 'perfume', 'women', '25']","['life', 'technolog', 'beauti', 'style', 'love', '85', 'valu', 'este', 'lauder', 'beauti', 'eau', 'de', 'parfum', 'perfum', 'women', '25']"
59,AlexChrisGaming: MAC-10 Disco Tech #CSGOGiveaway To win:- Retweet - Follow us &amp; @betrefscom,ham,0,AlexChrisGaming MAC10 Disco Tech CSGOGiveaway To win Retweet  Follow us amp betrefscom,"['alexchrisgaming', 'mac10', 'disco', 'tech', 'csgogiveaway', 'to', 'win', 'retweet', 'follow', 'us', 'amp', 'betrefscom']","['alexchrisgaming', 'mac10', 'disco', 'tech', 'csgogiveaway', 'win', 'retweet', 'follow', 'us', 'amp', 'betrefscom']","['alexchrisgam', 'mac10', 'disco', 'tech', 'csgogiveaway', 'win', 'retweet', 'follow', 'us', 'amp', 'betrefscom']"
60,expressionsofbeauty:Hello Monday Just a heads up !The last few days to claim  #GIVEAWAY 80% back on your @clarins_uk purchase from Ex,spam,1,expressionsofbeautyHello Monday Just a heads up The last few days to claim  GIVEAWAY 80 back on your clarinsuk purchase from Ex,"['expressionsofbeautyhello', 'monday', 'just', 'a', 'heads', 'up', 'the', 'last', 'few', 'days', 'to', 'claim', 'giveaway', '80', 'back', 'on', 'your', 'clarinsuk', 'purchase', 'from', 'ex', '']","['expressionsofbeautyhello', 'monday', 'heads', 'last', 'days', 'claim', 'giveaway', '80', 'back', 'clarinsuk', 'purchase', 'ex', '']","['expressionsofbeautyhello', 'monday', 'head', 'last', 'day', 'claim', 'giveaway', '80', 'back', 'clarinsuk', 'purchas', 'ex', '']"
61,NYX Epic Ink Liner Eyeliner Waterproof Color EIL01 Black,ham,0,NYX Epic Ink Liner Eyeliner Waterproof Color EIL01 Black,"['nyx', 'epic', 'ink', 'liner', 'eyeliner', 'waterproof', 'color', 'eil01', 'black']","['nyx', 'epic', 'ink', 'liner', 'eyeliner', 'waterproof', 'color', 'eil01', 'black']","['nyx', 'epic', 'ink', 'liner', 'eyelin', 'waterproof', 'color', 'eil01', 'black']"
62,natashascovey Clinique has a really good skin care line,ham,0,natashascovey Clinique has a really good skin care line,"['natashascovey', 'clinique', 'has', 'a', 'really', 'good', 'skin', 'care', 'line']","['natashascovey', 'clinique', 'really', 'good', 'skin', 'care', 'line']","['natashascovey', 'cliniqu', 'realli', 'good', 'skin', 'care', 'line']"
63,Crone4life @LOrealParisUSA L'Oreal also owns Lancome,ham,0,Crone4life LOrealParisUSA LOreal also owns Lancome,"['crone4life', 'lorealparisusa', 'loreal', 'also', 'owns', 'lancome']","['crone4life', 'lorealparisusa', 'loreal', 'also', 'owns', 'lancome']","['crone4lif', 'lorealparisusa', 'loreal', 'also', 'own', 'lancom']"
64,Check out what I just added to my closet on Poshmark: Mary Kay Travel Mirror,ham,0,Check out what I just added to my closet on Poshmark Mary Kay Travel Mirror,"['check', 'out', 'what', 'i', 'just', 'added', 'to', 'my', 'closet', 'on', 'poshmark', 'mary', 'kay', 'travel', 'mirror']","['check', 'added', 'closet', 'poshmark', 'mary', 'kay', 'travel', 'mirror']","['check', 'ad', 'closet', 'poshmark', 'mari', 'kay', 'travel', 'mirror']"
65,eDealinfo.com:Elizabeth Arden Prevage Anti-aging Moisture Cream only $89.98,ham,0,eDealinfocomElizabeth Arden Prevage Antiaging Moisture Cream only 8998,"['edealinfocomelizabeth', 'arden', 'prevage', 'antiaging', 'moisture', 'cream', 'only', '8998']","['edealinfocomelizabeth', 'arden', 'prevage', 'antiaging', 'moisture', 'cream', '8998']","['edealinfocomelizabeth', 'arden', 'prevag', 'antiag', 'moistur', 'cream', '8998']"
66,Wholesale Makeup Mixed Lot 300 Piece Covergirl L'Oreal NYC Revlon Maybelline Etc,ham,0,Wholesale Makeup Mixed Lot 300 Piece Covergirl LOreal NYC Revlon Maybelline Etc,"['wholesale', 'makeup', 'mixed', 'lot', '300', 'piece', 'covergirl', 'loreal', 'nyc', 'revlon', 'maybelline', 'etc']","['wholesale', 'makeup', 'mixed', 'lot', '300', 'piece', 'covergirl', 'loreal', 'nyc', 'revlon', 'maybelline', 'etc']","['wholesal', 'makeup', 'mix', 'lot', '300', 'piec', 'covergirl', 'loreal', 'nyc', 'revlon', 'maybellin', 'etc']"
67,@dise38 I like the NYX butter gloss &amp; Laneige glowy lip balm in Berry &amp,ham,0,dise38 I like the NYX butter gloss amp Laneige glowy lip balm in Berry amp,"['dise38', 'i', 'like', 'the', 'nyx', 'butter', 'gloss', 'amp', 'laneige', 'glowy', 'lip', 'balm', 'in', 'berry', 'amp']","['dise38', 'like', 'nyx', 'butter', 'gloss', 'amp', 'laneige', 'glowy', 'lip', 'balm', 'berry', 'amp']","['dise38', 'like', 'nyx', 'butter', 'gloss', 'amp', 'laneig', 'glowi', 'lip', 'balm', 'berri', 'amp']"
68, Enter to win a brand new book + lots of makeup goodies in the Feb Beauty &amp; The Book Giveaway,spam,1, Enter to win a brand new book  lots of makeup goodies in the Feb Beauty amp The Book Giveaway,"['', 'enter', 'to', 'win', 'a', 'brand', 'new', 'book', 'lots', 'of', 'makeup', 'goodies', 'in', 'the', 'feb', 'beauty', 'amp', 'the', 'book', 'giveaway']","['', 'enter', 'win', 'brand', 'new', 'book', 'lots', 'makeup', 'goodies', 'feb', 'beauty', 'amp', 'book', 'giveaway']","['', 'enter', 'win', 'brand', 'new', 'book', 'lot', 'makeup', 'goodi', 'feb', 'beauti', 'amp', 'book', 'giveaway']"
69,These are some of my Mary Kay products,ham,0,These are some of my Mary Kay products,"['these', 'are', 'some', 'of', 'my', 'mary', 'kay', 'products']","['mary', 'kay', 'products']","['mari', 'kay', 'product']"
70,angieeeeepm Clinique is the best,ham,0,angieeeeepm Clinique is the best,"['angieeeeepm', 'clinique', 'is', 'the', 'best']","['angieeeeepm', 'clinique', 'best']","['angieeeeepm', 'cliniqu', 'best']"
71,Here's a great deal\nNYX PROFESSIONAL MAKEUP Studio Perfect Primer Clear 1.0 oz\/30ml\n4.2 stars\nPrice:$5.60,ham,0,Heres a great dealnNYX PROFESSIONAL MAKEUP Studio Perfect Primer Clear 10 oz30mln42 starsnPrice560,"['heres', 'a', 'great', 'dealnnyx', 'professional', 'makeup', 'studio', 'perfect', 'primer', 'clear', '10', 'oz30mln42', 'starsnprice560']","['heres', 'great', 'dealnnyx', 'professional', 'makeup', 'studio', 'perfect', 'primer', 'clear', '10', 'oz30mln42', 'starsnprice560']","['here', 'great', 'dealnnyx', 'profession', 'makeup', 'studio', 'perfect', 'primer', 'clear', '10', 'oz30mln42', 'starsnprice560']"
72,Save up to 25% @chemistdirect on L'Oreal Haircare,ham,0,Save up to 25 chemistdirect on LOreal Haircare,"['save', 'up', 'to', '25', 'chemistdirect', 'on', 'loreal', 'haircare']","['save', '25', 'chemistdirect', 'loreal', 'haircare']","['save', '25', 'chemistdirect', 'loreal', 'haircar']"
73,Check out this product  Clarins By Clarins Bust Beauty Extra-lift Gel --50ml-1.7oz by Clarins starting at $53.8,ham,0,Check out this product  Clarins By Clarins Bust Beauty Extralift Gel 50ml17oz by Clarins starting at 538,"['check', 'out', 'this', 'product', 'clarins', 'by', 'clarins', 'bust', 'beauty', 'extralift', 'gel', '50ml17oz', 'by', 'clarins', 'starting', 'at', '538', '']","['check', 'product', 'clarins', 'clarins', 'bust', 'beauty', 'extralift', 'gel', '50ml17oz', 'clarins', 'starting', '538', '']","['check', 'product', 'clarin', 'clarin', 'bust', 'beauti', 'extralift', 'gel', '50ml17oz', 'clarin', 'start', '538', '']"
74, Maybelline and LOreal are the best drugstore brands for makeup.,ham,0, Maybelline and LOreal are the best drugstore brands for makeup,"['', 'maybelline', 'and', 'l', 'oreal', 'are', 'the', 'best', 'drugstore', 'brands', 'for', 'makeup']","['', 'maybelline', 'l', 'oreal', 'best', 'drugstore', 'brands', 'makeup']","['', 'maybellin', 'l', 'oreal', 'best', 'drugstor', 'brand', 'makeup']"
75,AdlineHeere I use the Clinique Hydrating Jelly before sunscreen- and it def cut down on the grease factor,ham,0,AdlineHeere I use the Clinique Hydrating Jelly before sunscreen and it def cut down on the grease factor,"['adlineheere', 'i', 'use', 'the', 'clinique', 'hydrating', 'jelly', 'before', 'sunscreen', 'and', 'it', 'def', 'cut', 'down', 'on', 'the', 'grease', 'factor']","['adlineheere', 'use', 'clinique', 'hydrating', 'jelly', 'sunscreen', 'def', 'cut', 'grease', 'factor']","['adlineheer', 'use', 'cliniqu', 'hydrat', 'jelli', 'sunscreen', 'def', 'cut', 'greas', 'factor']"
76,ShadQWR6: Couldn't agree more but id also say Tex and MKing as well- maybe some nesk as well- it was cool seeing him just flip a switch\u2026,ham,0,ShadQWR6 Couldnt agree more but id also say Tex and MKing as well maybe some nesk as well it was cool seeing him just flip a switchu2026,"['shadqwr6', 'couldnt', 'agree', 'more', 'but', 'id', 'also', 'say', 'tex', 'and', 'mking', 'as', 'well', 'maybe', 'some', 'nesk', 'as', 'well', 'it', 'was', 'cool', 'seeing', 'him', 'just', 'flip', 'a', 'switchu2026']","['shadqwr6', 'couldnt', 'agree', 'id', 'also', 'say', 'tex', 'mking', 'well', 'maybe', 'nesk', 'well', 'cool', 'seeing', 'flip', 'switchu2026']","['shadqwr6', 'couldnt', 'agre', 'id', 'also', 'say', 'tex', 'mking', 'well', 'mayb', 'nesk', 'well', 'cool', 'see', 'flip', 'switchu2026']"
77,"Foundation, try LOréal for drugstore and MAC for high end",ham,0,Foundation try LOréal for drugstore and MAC for high end,"['foundation', 'try', 'l', 'oréal', 'for', 'drugstore', 'and', 'mac', 'for', 'high', 'end']","['foundation', 'try', 'l', 'oréal', 'drugstore', 'mac', 'high', 'end']","['foundat', 'tri', 'l', 'oréal', 'drugstor', 'mac', 'high', 'end']"
78,RT @MaryKay: The perfect products to give your skin the hydration it craves.,ham,0,RT MaryKay The perfect products to give your skin the hydration it craves,"['rt', 'marykay', 'the', 'perfect', 'products', 'to', 'give', 'your', 'skin', 'the', 'hydration', 'it', 'craves']","['rt', 'marykay', 'perfect', 'products', 'give', 'skin', 'hydration', 'craves']","['rt', 'marykay', 'perfect', 'product', 'give', 'skin', 'hydrat', 'crave']"
79,My 2 Valentine\u2019s Day moods \ud83d\udd2a\u2601\ufe0f\ud83d\udc9e\n\n#valentinesday #mua #morphe #abh #nyx #colourpop #benefitcosmetics,ham,0,My 2 Valentineu2019s Day moods ud83dudd2au2601ufe0fud83dudc9ennvalentinesday mua morphe abh nyx colourpop benefitcosmetics,"['my', '2', 'valentineu2019s', 'day', 'moods', 'ud83dudd2au2601ufe0fud83dudc9ennvalentinesday', 'mua', 'morphe', 'abh', 'nyx', 'colourpop', 'benefitcosmetics']","['2', 'valentineu2019s', 'day', 'moods', 'ud83dudd2au2601ufe0fud83dudc9ennvalentinesday', 'mua', 'morphe', 'abh', 'nyx', 'colourpop', 'benefitcosmetics']","['2', 'valentineu2019', 'day', 'mood', 'ud83dudd2au2601ufe0fud83dudc9ennvalentinesday', 'mua', 'morph', 'abh', 'nyx', 'colourpop', 'benefitcosmet']"
80,I use both drugstore and high end makeup brands. This look:\n\nAnastasia Norvina palette\nJuvia's The Zulu palette\nNYX\u2026,ham,0,I use both drugstore and high end makeup brands This looknnAnastasia Norvina palettenJuvias The Zulu palettenNYXu2026,"['i', 'use', 'both', 'drugstore', 'and', 'high', 'end', 'makeup', 'brands', 'this', 'looknnanastasia', 'norvina', 'palettenjuvias', 'the', 'zulu', 'palettennyxu2026']","['use', 'drugstore', 'high', 'end', 'makeup', 'brands', 'looknnanastasia', 'norvina', 'palettenjuvias', 'zulu', 'palettennyxu2026']","['use', 'drugstor', 'high', 'end', 'makeup', 'brand', 'looknnanastasia', 'norvina', 'palettenjuvia', 'zulu', 'palettennyxu2026']"
81,Watching the Academy Awards a L'Oreal commercial came on and sure enough there was Amber Heard,ham,0,Watching the Academy Awards a LOreal commercial came on and sure enough there was Amber Heard,"['watching', 'the', 'academy', 'awards', 'a', 'loreal', 'commercial', 'came', 'on', 'and', 'sure', 'enough', 'there', 'was', 'amber', 'heard']","['watching', 'academy', 'awards', 'loreal', 'commercial', 'came', 'sure', 'enough', 'amber', 'heard']","['watch', 'academi', 'award', 'loreal', 'commerci', 'came', 'sure', 'enough', 'amber', 'heard']"
82,This is Nyx she picks my contest winners,ham,0,This is Nyx she picks my contest winners,"['this', 'is', 'nyx', 'she', 'picks', 'my', 'contest', 'winners']","['nyx', 'picks', 'contest', 'winners']","['nyx', 'pick', 'contest', 'winner']"
83,Clinique Dramatically Different Moisturizing Cream Very Dry Dry Combination 50ml\n@GENGETSUYA1,ham,0,Clinique Dramatically Different Moisturizing Cream Very Dry Dry Combination 50mlnGENGETSUYA1,"['clinique', 'dramatically', 'different', 'moisturizing', 'cream', 'very', 'dry', 'dry', 'combination', '50mlngengetsuya1']","['clinique', 'dramatically', 'different', 'moisturizing', 'cream', 'dry', 'dry', 'combination', '50mlngengetsuya1']","['cliniqu', 'dramat', 'differ', 'moistur', 'cream', 'dri', 'dri', 'combin', '50mlngengetsuya1']"
84,@NyxCosmetics Hiii happy #FanFriday! Using NYX Matte Liquid liner- my fave,ham,0,NyxCosmetics Hiii happy FanFriday Using NYX Matte Liquid liner my fave,"['nyxcosmetics', 'hiii', 'happy', 'fanfriday', 'using', 'nyx', 'matte', 'liquid', 'liner', 'my', 'fave']","['nyxcosmetics', 'hiii', 'happy', 'fanfriday', 'using', 'nyx', 'matte', 'liquid', 'liner', 'fave']","['nyxcosmet', 'hiii', 'happi', 'fanfriday', 'use', 'nyx', 'matt', 'liquid', 'liner', 'fave']"
85,djp1177 Been using Clinique Smart Custom-Repair Eye Treatment for about a month and I really like it. I can definitely tell a difference,ham,0,djp1177 Been using Clinique Smart CustomRepair Eye Treatment for about a month and I really like it I can definitely tell a difference,"['djp1177', 'been', 'using', 'clinique', 'smart', 'customrepair', 'eye', 'treatment', 'for', 'about', 'a', 'month', 'and', 'i', 'really', 'like', 'it', 'i', 'can', 'definitely', 'tell', 'a', 'difference']","['djp1177', 'using', 'clinique', 'smart', 'customrepair', 'eye', 'treatment', 'month', 'really', 'like', 'definitely', 'tell', 'difference']","['djp1177', 'use', 'cliniqu', 'smart', 'customrepair', 'eye', 'treatment', 'month', 'realli', 'like', 'definit', 'tell', 'differ']"
86,@Mayralessandra_ it's from NYX and its called downtown beauty also thank you,ham,0,Mayralessandra its from NYX and its called downtown beauty also thank you,"['mayralessandra', 'its', 'from', 'nyx', 'and', 'its', 'called', 'downtown', 'beauty', 'also', 'thank', 'you']","['mayralessandra', 'nyx', 'called', 'downtown', 'beauty', 'also', 'thank']","['mayralessandra', 'nyx', 'call', 'downtown', 'beauti', 'also', 'thank']"
87,foxymnj ok. I found Clinique repairer anti gravity eye cream. It had good reviews and I thought that was the one you told me,ham,0,foxymnj ok I found Clinique repairer anti gravity eye cream It had good reviews and I thought that was the one you told me,"['foxymnj', 'ok', 'i', 'found', 'clinique', 'repairer', 'anti', 'gravity', 'eye', 'cream', 'it', 'had', 'good', 'reviews', 'and', 'i', 'thought', 'that', 'was', 'the', 'one', 'you', 'told', 'me']","['foxymnj', 'ok', 'found', 'clinique', 'repairer', 'anti', 'gravity', 'eye', 'cream', 'good', 'reviews', 'thought', 'one', 'told']","['foxymnj', 'ok', 'found', 'cliniqu', 'repair', 'anti', 'graviti', 'eye', 'cream', 'good', 'review', 'thought', 'one', 'told']"
88,MARY KAY True Dimensions Sheer Lipstick Sparkling Rose Great value $11.99 #truelipstick #sparklingmary #marysheer,ham,0,MARY KAY True Dimensions Sheer Lipstick Sparkling Rose Great value 1199 truelipstick sparklingmary marysheer,"['mary', 'kay', 'true', 'dimensions', 'sheer', 'lipstick', 'sparkling', 'rose', 'great', 'value', '1199', 'truelipstick', 'sparklingmary', 'marysheer']","['mary', 'kay', 'true', 'dimensions', 'sheer', 'lipstick', 'sparkling', 'rose', 'great', 'value', '1199', 'truelipstick', 'sparklingmary', 'marysheer']","['mari', 'kay', 'true', 'dimens', 'sheer', 'lipstick', 'sparkl', 'rose', 'great', 'valu', '1199', 'truelipstick', 'sparklingmari', 'marysh']"
89,Mary Kay NOURISHINE \/ NOURISHINE PLUS LIP GLOSS Pink Parfait  New in Box Be Inspired! $7.50 #nourishineplus\u2026,ham,0,Mary Kay NOURISHINE  NOURISHINE PLUS LIP GLOSS Pink Parfait  New in Box Be Inspired 750 nourishineplusu2026,"['mary', 'kay', 'nourishine', 'nourishine', 'plus', 'lip', 'gloss', 'pink', 'parfait', 'new', 'in', 'box', 'be', 'inspired', '750', 'nourishineplusu2026']","['mary', 'kay', 'nourishine', 'nourishine', 'plus', 'lip', 'gloss', 'pink', 'parfait', 'new', 'box', 'inspired', '750', 'nourishineplusu2026']","['mari', 'kay', 'nourishin', 'nourishin', 'plu', 'lip', 'gloss', 'pink', 'parfait', 'new', 'box', 'inspir', '750', 'nourishineplusu2026']"
90,whipped berries MARY KAY \ud83c\udf39 signature Creme Lipstick\ud83d\udc84new with Box FREEshp Get it Fast! $23.95 #whippedberries\u2026,ham,0,whipped berries MARY KAY ud83cudf39 signature Creme Lipstickud83dudc84new with Box FREEshp Get it Fast 2395 whippedberriesu2026,"['whipped', 'berries', 'mary', 'kay', 'ud83cudf39', 'signature', 'creme', 'lipstickud83dudc84new', 'with', 'box', 'freeshp', 'get', 'it', 'fast', '2395', 'whippedberriesu2026']","['whipped', 'berries', 'mary', 'kay', 'ud83cudf39', 'signature', 'creme', 'lipstickud83dudc84new', 'box', 'freeshp', 'get', 'fast', '2395', 'whippedberriesu2026']","['whip', 'berri', 'mari', 'kay', 'ud83cudf39', 'signatur', 'creme', 'lipstickud83dudc84new', 'box', 'freeshp', 'get', 'fast', '2395', 'whippedberriesu2026']"
91,New In Box Mary Kay Signature Creme Lipstick Paradise Pink Full Size ~ Fast Ship Best Ever! $9.95 #fullmary\u2026,ham,0,New In Box Mary Kay Signature Creme Lipstick Paradise Pink Full Size  Fast Ship Best Ever 995 fullmaryu2026,"['new', 'in', 'box', 'mary', 'kay', 'signature', 'creme', 'lipstick', 'paradise', 'pink', 'full', 'size', 'fast', 'ship', 'best', 'ever', '995', 'fullmaryu2026']","['new', 'box', 'mary', 'kay', 'signature', 'creme', 'lipstick', 'paradise', 'pink', 'full', 'size', 'fast', 'ship', 'best', 'ever', '995', 'fullmaryu2026']","['new', 'box', 'mari', 'kay', 'signatur', 'creme', 'lipstick', 'paradis', 'pink', 'full', 'size', 'fast', 'ship', 'best', 'ever', '995', 'fullmaryu2026']"
92,Mary Kay MK Signature Just Glossy Set Lip Gloss Trio Travel Size Mini NouriShine Great value $14.00 #minikay\u2026,ham,0,Mary Kay MK Signature Just Glossy Set Lip Gloss Trio Travel Size Mini NouriShine Great value 1400 minikayu2026,"['mary', 'kay', 'mk', 'signature', 'just', 'glossy', 'set', 'lip', 'gloss', 'trio', 'travel', 'size', 'mini', 'nourishine', 'great', 'value', '1400', 'minikayu2026']","['mary', 'kay', 'mk', 'signature', 'glossy', 'set', 'lip', 'gloss', 'trio', 'travel', 'size', 'mini', 'nourishine', 'great', 'value', '1400', 'minikayu2026']","['mari', 'kay', 'mk', 'signatur', 'glossi', 'set', 'lip', 'gloss', 'trio', 'travel', 'size', 'mini', 'nourishin', 'great', 'valu', '1400', 'minikayu2026']"
93,Finally bought an eyebrow pencil because NYX always fucking sold out. My eyebrows were looking hurt,ham,0,Finally bought an eyebrow pencil because NYX always fucking sold out My eyebrows were looking hurt,"['finally', 'bought', 'an', 'eyebrow', 'pencil', 'because', 'nyx', 'always', 'fucking', 'sold', 'out', 'my', 'eyebrows', 'were', 'looking', 'hurt']","['finally', 'bought', 'eyebrow', 'pencil', 'nyx', 'always', 'fucking', 'sold', 'eyebrows', 'looking', 'hurt']","['final', 'bought', 'eyebrow', 'pencil', 'nyx', 'alway', 'fuck', 'sold', 'eyebrow', 'look', 'hurt']"
94,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset\u2026,ham,0,So good I had to share Check out all the items Im loving on Poshmarkapp poshmark fashion style shopmyclosetu2026,"['so', 'good', 'i', 'had', 'to', 'share', 'check', 'out', 'all', 'the', 'items', 'im', 'loving', 'on', 'poshmarkapp', 'poshmark', 'fashion', 'style', 'shopmyclosetu2026']","['good', 'share', 'check', 'items', 'im', 'loving', 'poshmarkapp', 'poshmark', 'fashion', 'style', 'shopmyclosetu2026']","['good', 'share', 'check', 'item', 'im', 'love', 'poshmarkapp', 'poshmark', 'fashion', 'style', 'shopmyclosetu2026']"
95,Impatiently waiting for NYX to restock the Sabrina collection especially the eyeshadow palette since it\u2019s sold out\u2026,ham,0,Impatiently waiting for NYX to restock the Sabrina collection especially the eyeshadow palette since itu2019s sold outu2026,"['impatiently', 'waiting', 'for', 'nyx', 'to', 'restock', 'the', 'sabrina', 'collection', 'especially', 'the', 'eyeshadow', 'palette', 'since', 'itu2019s', 'sold', 'outu2026']","['impatiently', 'waiting', 'nyx', 'restock', 'sabrina', 'collection', 'especially', 'eyeshadow', 'palette', 'since', 'itu2019s', 'sold', 'outu2026']","['impati', 'wait', 'nyx', 'restock', 'sabrina', 'collect', 'especi', 'eyeshadow', 'palett', 'sinc', 'itu2019', 'sold', 'outu2026']"
